id,title,comb_feat
13053,Bolt,Animation Family Adventure Comedy hamster kids and family animal cat vs dog duringcreditsstinger dog cat friendship animal lead girl dog relationship Walt Disney Animation Studios 6.3
19585,G-Force,Fantasy Action Adventure Family Comedy dyr duringcreditsstinger Walt Disney Pictures Jerry Bruckheimer Films Whamaphram Productions 5.1
57165,Wrath of the Titans,"Adventure underworld hades mythology greek mythology zeus perseus gods ancient greece based on greek myth ares 3d Legendary Pictures Thunder Road Pictures Warner Bros. Cott Productions Furia de Titanes II, A.I.E. 5.5"
62213,Dark Shadows,"Comedy Fantasy witch imprisonment vampire curse fish out of water chains gothic madness old house lost love angry mob 18th century ghost hidden room old mansion Village Roadshow Pictures Infinitum Nihil GK Films Warner Bros. Tim Burton Productions Dan Curtis Productions Zanuck Company, The 5.7"
177677,Mission: Impossible - Rogue Nation,Action Adventure Thriller london england spy austria villain sequel mission conspiracy vienna opera vienna Paramount Pictures Skydance Productions China Movie Channel Bad Robot TC Productions Alibaba Pictures Group Odin 7.1
7978,The Wolfman,Drama Horror Thriller father son relationship victorian england remake rural setting werewolf Universal Pictures Stuber Productions Relativity Media 5.5
5559,Bee Movie,Family Animation Adventure Comedy factory worker tennis flower florist flower shop pilot college airplane beehive court aftercreditsstinger Pacific Data Images (PDI) DreamWorks Animation Columbus 81 Productions 5.7
49444,Kung Fu Panda 2,Animation Family martial arts hope fleet panda mission woman director DreamWorks Animation 6.7
10196,The Last Airbender,"Action Adventure Family Fantasy fire ice war ship prince kingdom water village arrest remake attack avatar air spirit world domination cheering Paramount Pictures Nickelodeon Movies Kennedy/Marshall Company, The Industrial Light & Magic (ILM) Blinding Edge Pictures 4.7"
956,Mission: Impossible III,Adventure Action Thriller berlin cia vatican white house secret identity secret explosive mobile phone map traitor mask honeymoon shanghai pretended murder secret mission letter funeral covered investigation to shoot dead secret agent video stamp hard drive e-mail decipherment suitcase computer revenge murder mission hospital duel disguise celebration good and bad research laboratory blast Paramount Pictures Cruise/Wagner Productions Studio Babelsberg MI 3 Film China Film Co-Production Corporation China Film Group Corporation (CFGC) The Fourth Production Company Film Group 6.5
117251,White House Down,Action Drama Thriller usa president conspiracy secret service the white house Columbia Pictures Centropolis Entertainment Iron Horse Entertainment (II) Mythology Entertainment (II) 6.4
50321,Mars Needs Moms,Adventure Animation Family boy alien rescue martian alien abduction alien invasion based on children's book duringcreditsstinger Walt Disney Animation Studios 5.5
11619,Flushed Away,Adventure Animation Comedy Family london england underworld return ship frog girlfriend rubin Aardman Animations DreamWorks Animation 6.0
266647,Pan,Adventure Family Fantasy flying magic fairy tale peter pan mermaid pirate fantasy world Warner Bros. Moving Picture Company (MPC) Berlanti Productions RatPac-Dune Entertainment 5.9
82703,Mr. Peabody & Sherman,Animation Adventure Family father son relationship egypt intelligence adoption time travel boy child prodigy friendship growing up children talking animal talking dog dog first love ancient egypt time traveler duringcreditsstinger new school george washington gags trouble time paradox prodigy Pacific Data Images (PDI) DreamWorks Animation Classic Media Productions Bullwinkle Studios 6.7
652,Troy,Adventure Drama War brother brother relationship adultery mythology beauty trojan war bravery wall fraud hostility epic sword fight battlefield ancient world pyre ancient greece trojan horse trojan bronze age sparta greece helen of troy homer's iliad Plan B Entertainment Warner Bros. Nimar Studios Radiant Productions Helena Productions Latina Pictures 6.9
80321,Madagascar 3: Europe's Most Wanted,Animation Family madagascar 3d DreamWorks Animation 6.4
36669,Die Another Day,Adventure Action Thriller laser british secret service secret service agent space based weapon Eon Productions 5.8
43074,Ghostbusters,"Action Fantasy Comedy female friendship ghost hunting reboot ghost Columbia Pictures Village Roadshow Pictures Montecito Picture Company, The LStar Capital Feigco Entertainment Pascal Pictures Ghostcorps 5.3"
95,Armageddon,Action Thriller Science Fiction Adventure saving the world paris moon cataclysm asteroid self sacrifice nasa space marine loss of father daughter space wedding astronaut eiffel tower paris duringcreditsstinger disaster movie space centre Jerry Bruckheimer Films Touchstone Pictures Valhalla Motion Pictures 6.4
608,Men in Black II,Action Adventure Comedy Science Fiction saving the world secret identity sun glasses undercover space marine illegal immigration deportation new identity flying saucer light firearm alien fictional government agency Columbia Pictures Amblin Entertainment Columbia Pictures Corporation Parkes+MacDonald Image Nation 6.0
2310,Beowulf,Adventure Action Animation denmark nordic mythology lie pride and vanity folk hero human weakness viking alienation festival hall sin royalty curse battle ancient world adult animation motion capture Paramount Pictures Shangri-La Entertainment ImageMovers Paramount Animation 5.5
140300,Kung Fu Panda 3,Action Adventure Animation Comedy Family china martial arts kung fu village panda sequel talking animal anthropomorphism dragon ancient china wuxia woman director Twentieth Century Fox Film Corporation DreamWorks Animation China Film Co. Oriental DreamWorks 6.7
56292,Mission: Impossible - Ghost Protocol,Action Thriller Adventure fight sequel mission explosion broken arm imax nuclear threat Paramount Pictures Skydance Productions Bad Robot TC Productions Revolution Sun Studios Kontsept Film Company 6.8
81188,Rise of the Guardians,Fantasy Animation Family dream santa claus nightmare easter bunny tooth fairy jack frost sandman duringcreditsstinger DreamWorks Animation 7.1
7552,Fun with Dick and Jane,Comedy based on novel desperation robber hold-up robbery remake suburbia loss of job humiliation unemployment bankruptcy travel agent riches to rags bearer bonds comeuppance Imagine Entertainment Columbia Pictures Corporation JC 23 Entertainment 5.9
616,The Last Samurai,"Drama Action War History japan war crimes sense of guilt swordplay general samurai war veteran katana sword arms deal homeland emperor language barrier self-discovery mountain village foreign legion mercenary campaign commercial agreement insurgence leader war strategy gettysburg loss of husband slaughter soldier alcoholic u.s. soldier japanese army 19th century war trauma Cruise/Wagner Productions Warner Bros. Radar Pictures Bedford Falls Company, The 7.3"
147441,Exodus: Gods and Kings,Adventure Drama Action moses bible ancient egypt 3d ramses Scott Free Productions Chernin Entertainment Babieka Volcano Films 5.6
13475,Star Trek,Science Fiction Action Adventure spacecraft teleportation space mission parachute time travel black hole supernova prequel warp speed futuristic warp engine romulans outer space vulcan alternate reality space opera reboot Paramount Pictures Spyglass Entertainment Bad Robot MavroCine Pictures GmbH & Co. KG 7.4
557,Spider-Man,Fantasy Action loss of lover spider thanksgiving bad boss hostility marvel comic superhero pokies evil reference to superman goblin Columbia Pictures Marvel Enterprises 6.8
82702,How to Train Your Dragon 2,Fantasy Action Adventure Animation Comedy Family father son relationship wife husband relationship sacrifice viking sequel rescue dragon mother son relationship death of husband warrior 3d DreamWorks Animation Mad Hatter Entertainment 7.6
205584,Gods of Egypt,Fantasy egypt underworld fight mythology nile war thief rescue desert gods egyptian mythology egyptian myth Summit Entertainment Mystery Clock Cinema Thunder Road Pictures TIK Films Pyramania 5.3
10048,Stealth,Action artificial intelligence u.s. navy aftercreditsstinger Laura Ziskin Productions Original Film Columbia Pictures Corporation Phoenix Pictures AFG Talons Productions 4.9
13183,Watchmen,Action Mystery Science Fiction dc comics secret identity mass murder retirement based on comic book conspiracy nuclear war doomsday soviet masked vigilante doomsday clock red square death of superhero american president 1980s Paramount Pictures DC Comics Lawrence Gordon Productions Legendary Pictures Warner Bros. Cruel and Unusual Films 7.0
944,Lethal Weapon 4,Action Adventure Comedy Crime Thriller lapd house on fire revolver Silver Pictures Donner/Shuler-Donner Productions Warner Bros. 6.3
1927,Hulk,Drama Action Science Fiction california san francisco monster general gun dna mutation psychology berkeley transformation frog president marvel comic superhero golden gate bridge doctor fear scientist dog desert anger mirror phone military cell hulk superhuman strength repressed memory repression Universal Pictures Good Machine Valhalla Motion Pictures Marvel Enterprises 5.3
72559,G.I. Joe: Retaliation,Adventure Action Science Fiction Thriller terror assassin secret technology missile warhead president rescue conspiracy explosion battle surveillance cobra Paramount Pictures Di Bonaventura Pictures Hasbro Skydance Productions Metro-Goldwyn-Mayer (MGM) Saints LA 5.4
7364,Sahara,Action Adventure Comedy Drama Mystery tyrant ironclad ship Paramount Pictures Bristol Bay Productions Baldwin Entertainment Group Desertlands Entertainment Mace Neufeld Productions Kanzaman J.K. Livin Productions Moguletta Sahara Productions Babelsberg Film 5.7
2114,Final Fantasy: The Spirits Within,Adventure Action Animation Fantasy Science Fiction Thriller battle assignment dystopia alien downfall scientist based on video game Columbia Pictures Square USA Chris Lee Productions 5.9
1771,Captain America: The First Avenger,Action Adventure Science Fiction new york usa world war ii nazis marvel comic superhero based on comic book nazi germany period drama brooklyn new york city captain america aftercreditsstinger marvel cinematic universe 3d Marvel Studios 6.6
36643,The World Is Not Enough,Adventure Action Thriller british mission oil heiress bilbao spain british secret service Eon Productions Metro-Goldwyn-Mayer (MGM) 6.0
8619,Master and Commander: The Far Side of the World,Adventure naturalist frigate self surgery sea battle weevil Universal Pictures Twentieth Century Fox Film Corporation Samuel Goldwyn Films Miramax 6.9
